abv,beer_id,brewer_id,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,profile_name,review_taste,text,time
8.0,8045,922,Trappist Achel 8° Bruin,Dubbel,4.5,4.0,4.5,4.5,rvdoorn,4.5," Bottle from the liquor shop around the corner. The newest trappist brewery, with the smallest output (even less than westvleteren!!)....let's see Poured into an original Achel glass. The beer pours a nice brown-amber color with a thick, very creamy head that offered good lacing during drinking.		Smell: Clear roasted malts, citrus fruits, yeast, spicy hops and some brown sugar.		Taste: Roasted malts again, caramel, raisins and/or prune, citrus, the beer is slightly sour as well (cherrie) with some well balanced bitterness in the end.		Mouthfeel: Medium-bodied with medium carbonation. Smooth and easy to drink.		Overall: I like this trappist, it is clearly different from all others. Perfectly balanced and very easy to drink. Recommendable.",2009-10-06 09:54:28
4.5,16971,281,Tsingtao Premium,American Adjunct Lager,3.0,3.5,3.5,3.0,BeerSingh,3.5," Had it at Tony Cheng's in Chinatown, DC. Poured a starw golden colour with no head, no lacing in a collins glass (yes, collins !!). Smell was nice and floral - yes, hops have been used, albeit sparingly. Taste was sweety and malty with a bitter finish. Overall, it left a vanilla essence flavour in your mouth. Thin on the palate, but a decent beer to have with oriental cuisine.",2009-10-06 10:21:10
5.0,1249,292,Kirin Ichiban,American Pale Lager,3.0,2.5,3.0,3.0,BeerSingh,3.0," At Tony Chneg's in Chinatown, DC. Poured from a 650 ml bottle into a collins -		A - Pale straw colour with a thin, disappearing head		S - Little floral and hoppy, nothing else going around		T - Grain water, little Asian sweetness		M - Crisp		D - Yeah, its ok to order a Kirin at a Sushi bar",2009-10-06 10:27:06
9.8,3457,42,Three Philosophers Belgian Style Blend (Quadrupel),Quadrupel (Quad),4.5,4.0,4.0,4.0,BeerSingh,4.5," Poured from the bottle into a goblet :		A: Pours a dark red color with a cream coloured head, lots of molecular lacing and big head retention - WOW !! 		S: Smells of dark fruits like raisins and plums and walnuts		T: Little tart with loads of raisins, plums and cherries. Really big and complex taste here.		M: Very silky and optimal carbonation		D: A great beer, to savour - can go on and on - nice and slow. This is a big favorite",2009-10-06 10:35:53
9.8,24905,1199,Founders Curmudgeon (Old Ale),Old Ale,4.0,4.0,4.0,4.0,mdagnew,4.0," 355ml bottle bought online from Beermerchants.com..		Poured a deep coppery amber colour. Mocha head poured thick and foamy then faded very quickly to almost nothing - maybe just a light ring around the edge... barely any carbonation bubbles... very light lacing lines...		Aroma - Strong sweet caramel / toffee maltiness mixed with decent woody and oaky notes, marmalade, toasted bread, quite nutty, strong vanilla, stewed fruits (figs, raisin, some overripe banana), banoffee pie, brown lemonade, 		Taste - Good balance of oakiness mixed with toffee and caramel... lots of toasted bread, butterscotch and vanilla, dried fruits (raisins, dates), rum, again some orange marmalade, earthy, light grassy hops...		M&D - Smooth and fairly creamy with a little sharpness coming through... medium / full bodied... a sipper at 9.3%		Overall - A pretty good example of an old ale... well worth a try",2009-10-06 10:54:03
,50994,11611,Saison De Coing (Quince Saison),Saison / Farmhouse Ale,4.0,4.0,3.5,3.5,ADZA,3.5," I tried this breweries normal Saison ages ago and cant remember how it goes so wanted to try it again and suprisingly enough this was their new or seasonal saison that was out replacing its normal Saison and it comes in a nicely shaped 750ml brown bottle and its ABV is 6%,it pours a light honey/apricot colour with decent carbonation that leaves a nice two finger head and sporadic lacing,it has aromas of quince(obviously),mangoes and some yeasty spice characters too,it has a nice medium bodied mouthfeel with the quince flavour first to hit the tounge then followed by a belgian yeasty taste which is quite light compared to the quince taste first up,overall this beer is easy enough to drink but if your not a fan of fruit induced beers i would avoid but since i dont mind my fruit laced beers i could see myself enjoying it more on a hot summers day then tonight.",2009-10-06 11:08:30
7.5,5336,1805,Ridge Runner,English Barleywine,3.0,3.5,3.5,4.5,treehugger02010,3.0," I found this in the Rock Art Brewery variety case that I bought at Bryn Mawr Beverage in Bryn Mawr, PA. I poured it into a pint glass.	Appearance: The body is a deep brown almost completely opaque color. The head is relatively small, a finger or so, light tan, very small bubbles, sporatic lacing, ok retention.	Smell: The aromas are roasted malt, earthy hops and toffee.	Taste: The flavors are earth hops, lots of toffee and toast.	Mouthfeel: The body is very thin but has a nice bite.	Drinkabily: This beer is certainly not bad.	Don't drink and review.",2009-10-06 11:19:00
9.6,43687,3818,Creme Brulee (Imperial Milk Stout),American Double / Imperial Stout,4.0,5.0,4.0,4.0,youbrewidrink,4.0," We brought a bottle to dinner party of non-beer drinkers. They were a little apprehensive.		The color was a nice chocolate brown with a lasting light brown head.		The aroma was dead on, rich slightly burnt sugar.		The taste was as close as you could be to eating the dssert and yet still be considered a beer. Not for everyone but a pretty fun concoction.		The mouth feel and drinkability were pretty much in line with any good milk stout.",2009-10-06 11:27:59
7.5,6076,651,Flower Power India Pale Ale,American IPA,4.5,4.5,4.0,4.0,Slatetank,4.5," I had this on tap at Capone's in Norristown PA, served chilled in a pint. 		A - A lightly hazed golden amber w/ 2.5 fingers of rocky light khaki. Lots of lace, small beading and there is visible carbonation in the beer.		S - A very citrus and yes, floral hop smell w lots of c hops giving a citrus and grapefruit edge w/ a hint of herbs. A very strong hop presence w/ sweet notes in the back -great aroma		M - The feel is bittersweet, crisp w/ an astringent and bitter texture dominating w/ moderate carbonation and mellow resinous texture. An interesting citrus acidity with just enough malt to add to the layers of dry and bitter in the finish		T - The taste is very full of citrus and zest flavors w a grapefruit and lemon peel taste that is bitter w/ a hint of juicy herbal and mild pine elements. The malt flavor gives a light honey-like taste w/ gentle orange and mild bitterness in the taste carries on. The floral part of the beer is more felt in the resinous smooth way the beer sits on the palate and there is a tasty smooth lemon, mango, lime and orange blend even until the finish- packed with flavor.		D - A great Imperial IPA to me - at 8% it is above your normal Amerian IPA in my opinion. I find it smooth grant you and not intensely bitter, but it still makes the cut. The flavor is easy to drink while potent until the last taste. I will definitely have this again, it took 3 tastes to review this. I enjoyed this, but figure at 8.2% it has its limits.",2009-10-06 11:46:17
4.0,53136,6045,English Session Ale,English Bitter,4.0,3.5,4.5,3.5,Kegatron,3.5," This is a re-review due to the original getting deleted in the recent site crash. Originally added to the database and reviewed on 9/29/09. 		Via nitro-tap @ the brewpub on 9/27/09. Served in an oversized mug. 		Pours a clear gold, with a smooth creamy layer of eggshell-white head. This stays rich, leaving some softer looking, yet still thickish swathes of lacing behind. The aroma is sweet with bread and a bit of bright smelling citrus. Fresh cut grassy character as well. It all seems lighter in the nose yet still is able to pack a delicious little punch in the nose. 		The taste is silky toasted malts, with a steady grainy sweetness to it. Green citrus and just enough lightly spicy bitterness balances this out nicely in the back. Pleasant drying finish on this. The mouthfeel is light bodied with a gentle creaminess in the mouth, yet this has enough body to support the flavors. Very, very, easy feeling overall. 		Solid little sessionable offering here, with the hops in particular helping to keep this interesting. Serving this on nitro, for maximum drinkibility, was only the icing on the cake. I could have easily had another mug or two of this.",2009-10-06 11:59:22
5.1,38366,35,Samuel Adams Dunkelweizen,Dunkelweizen,4.0,4.0,3.5,3.5,JamesS,4.0," Pours a very nice copper-mud color, unfiltered, with a tiny bit of head, but no lacing. Nice scent, some nice dark grains with a nice sweet wheat malt aroma and a hint of pepper/spice. Good taste, deep and rich, a nice dark wheat with a strong pepper aftertaste from the noble hops. Goes down fine, if a little too thick.",2009-10-06 12:01:00
4.8,37361,303,B.B. Dark Bohemia Beer - 1795 Original Czech Lager,Czech Pilsener,4.0,4.0,3.0,3.5,Slatetank,3.5," I picked this up at Thirsty's in York, PA. Poured chilled from the 500ml into a mug. The bottle label states the abv is 4.8% though.		A - A dark bronze w/ ruby highlights and translucent clarity w/ 2 fingers of cream cap. The lager appears slightly viscous as it is poured and lace clings in a frothy ring, the beer has a bead of fine caliber		S - A creamy caramel nose w/ hints of spiced woody hops and toffee notes round out the aroma		M - A mild creamy feel w/ malty texture bordering on syrupy w/ mild carbonation for the style and caramel nutty lightly spiced semi-sweet finish		T - A caramel toffee malt flavor w/ light toast notes in the back a mild maple note at first w/ a tinge of vanilla and subtle honey and bready yeast flavor. The woody note of sweet and sligthly sappy pervades the taste w/ a maple honey combo of flavors which are lasting w/ a residual sugar note in the finish		D - A tasty lager-certainly not what I would expect- on the sweet side. I like the flavor and w/ the low abv it is easy to quaff. A decent beer, but not a great example of the style IMO.",2009-10-06 12:06:08
,16163,6097,Lederer Premium Pils,German Pilsener,4.5,4.0,4.0,3.5,Bierman9,4.0," Started the drinking day at the Nrnberg Altstadtfest (visited on 26SEP09) with a Pils... a 0.3l glass for 3.20EU.		The tall, slender flute was filled with a light golden colored liquid, almost straw like. It was clear, with a steady, fine stream of carbo. Head was marshmallow white, smooth and creamy, lasted well and deposited decent lacing on the glass. Aroma was a tad bready, with lots of grassy hops and a hint of sharpness. Body was not quite medium, with lots of carbo airiness and some prickle on the tongue.		Flavor was light on the malt, with a bit of crackery sweetness present. Grassy hops were quite pleasant, being a touch flowery, too. Lingers quite well on the palate; a solid Pils. 	Prosit!		4.05	look: 4.5 | smell: 4 | taste: 4 | feel: 3.5 | drink: 4		1167",2009-10-06 12:09:20
